c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
164,Customer#000000164,YDW51PBWLXLnbQlKC,4,14-565-638-9768,208.45,HOUSEHOLD,"ironic, special pinto beans. ironic"
165,Customer#000000165,8pc6kwBmwBdEnfVP53aqL9DM4LymC4,0,10-927-209-5601,3349.92,HOUSEHOLD," requests. final ideas cajole quickly at the special, ironic acco"
166,Customer#000000166,15HWGtwoP77EJfd95HxtMSTZUelV8NOKne2,10,20-320-530-5920,2042.21,FURNITURE,the packages. blithely final packages are furiously unusual asymptotes. regular frets promise carefully u
167,Customer#000000167,QNc2eOlRIzL6jpthwgDuB866uCIUPiOX,5,15-288-395-5501,1468.09,AUTOMOBILE,espite the ironic excuses. furiously final deposits wake slyly. slyly ex
168,Customer#000000168,"GDcL5qU86P8,oaTwVBCLE6asM8rlxpE,211uziU",12,22-354-984-5361,-808.56,FURNITURE,blithely final accounts sleep quickly along the regular ideas. furiously sly foxes nag across the
169,Customer#000000169,NjhmHa7xrcjE,18,28-362-499-3728,4483.83,FURNITURE,fully unusual pinto beans. blithely express asymptotes lose carefully regular instructions? accounts b
170,Customer#000000170,5QmxmYubNhn6HAgLwTvphevM3OmpZTGsM,15,25-879-984-9818,7687.89,BUILDING, regular requests. carefully regu
171,Customer#000000171,RIhjJCrth89EU7xRSvN,7,17-513-603-7451,2379.91,MACHINERY,"ly furiously final requests. slyly final requests wake silently pending, silent accounts. exp"
172,Customer#000000172,KwgdKUL1G2WacsMNF50yX,22,32-178-964-1847,1134.4,MACHINERY,"losely regular, unusual instructions. "
173,Customer#000000173,"Aue7KVz,FinSHpov Vk5ed,wSQ2BRSioJ0",9,19-443-196-8008,845.84,BUILDING,s pinto beans use thinly slyly regular packages. instructions print along the s
174,Customer#000000174,R5 fCPMSeDXtUpp5Ax,23,33-845-455-8799,1944.73,FURNITURE,oldly even requests haggle quickly blithely ironic accounts. idly final foxes doze slyly pending dep
175,Customer#000000175,8YK1ZyTqoY3wMWnExl4itPMLL793GpEZb6T,10,20-427-617-9922,1975.35,FURNITURE,ly final platelets are final pinto b
176,Customer#000000176,9hBepY2uz88HlCqToOLgeU770u81FeL,13,23-432-942-8830,-375.76,FURNITURE,uriously. final requests sleep ironic packages. quickly
177,Customer#000000177,"6wzEKPyZE9dmBCJZ8e7x7fiiK,k",1,11-917-786-9955,7457.5,BUILDING,nal dolphins: blithely bold gifts wake slyly afte
178,Customer#000000178,p HUSDg8Cgan4Fj8Drvcdz4gi4dSqV0a7n 0ag,21,31-436-268-6327,2272.5,FURNITURE,unts. blithely regular dependencies kindle pending deposits. quietly express deposits wake above the Tiresias-- ex
179,Customer#000000179,djez3CWg0nnCiu60jsF,4,14-703-953-2987,-43.08,MACHINERY,st furiously. idly regular instructions wake fluffily slyl
180,Customer#000000180,"DSGW3RFoYJE opVw,Y3wGCGcNULZi",13,23-678-802-2105,-92.58,FURNITURE,lar accounts sublate above the slyly final
181,Customer#000000181,YNviWd WrRkZvSw1OxIewBq,9,19-653-305-8440,3929.96,FURNITURE,final requests cajole furiously acro
182,Customer#000000182,tdwvgepG316CCTHtMaF8Q,3,13-199-211-9023,4810.22,AUTOMOBILE,quickly against the blithely even deposits; epitaphs unwind quickly along the carefully regular excuses. furio
183,Customer#000000183,aMAB2QSb8 86MAx,22,32-771-279-8154,4419.89,HOUSEHOLD,sual accounts across the slyl
184,Customer#000000184,uoOpBuRr42f1WIqnVYAhxbAA9bkK6HUGpOt,21,31-739-340-5476,170.46,AUTOMOBILE,hely according to the furiously unusual accounts. furiously bold platele
185,Customer#000000185,iHXzQgienOQ,5,15-760-572-8760,2788.76,BUILDING,t the ironic accounts. fluffily regular requests wake slyly ironic pinto beans. slyly unusu
186,Customer#000000186,BeVr6MzaobBENXRBC8pmOmkByMJI,3,13-518-743-2576,8737.5,HOUSEHOLD,e slyly final dependencies. unusual instructions against the carefully pending instructions boost quickly
187,Customer#000000187,OIlgR6oIRXV5g63q5YGudCjRD8kpod2p,4,14-716-294-6674,-774.22,FURNITURE,r deposits. carefully silent packages after the fluffily even instructio
188,Customer#000000188,58Srs6gEEoD3ZfwgXDM1OayRiaSY6K9YsveWwV,5,15-613-528-7811,9533.37,BUILDING,"st slyly special platelets. bold,"
189,Customer#000000189,r51HSq Rg8wQgF1CBfG1Vbye3GK,22,32-980-348-1114,-594.05,MACHINERY,sly express patterns. ideas on the regular d
190,Customer#000000190,"F2X,GhSqLz8k u0gWsirsraFaEDEo6vIGtOTaO1T",11,21-730-373-8193,1657.46,AUTOMOBILE,uickly-- fluffily pending instructions boo
191,Customer#000000191,P1eCXsPWkv2y6ENQv,16,26-811-707-6869,2945.16,BUILDING,o beans hinder slyly bold accounts.
192,Customer#000000192,rDmB2c9d1BJQ y6R9jTx86YI77D,10,20-750-712-2481,8239.96,MACHINERY,ely unusual packages are fluffily 
193,Customer#000000193,"dUT4dtsPTZ6ZpkWLc,KGJCHY6JDJgPFH4",23,33-182-978-6287,8024.55,MACHINERY,y even theodolites. final foxes print along the final pinto beans. theodoli
194,Customer#000000194,mksKhdWuQ1pjbc4yffHp8rRmLOMcJ,16,26-597-636-3003,6696.49,HOUSEHOLD,"quickly across the fluffily dogged requests. regular platelets around the ironic, even requests cajole quickl"
195,Customer#000000195,WiqQD8hscyKekjMcSBA7AX 0AbxvBV,22,32-757-684-6845,4873.91,AUTOMOBILE, should detect blithely. quickly even packages above the deposits wak
196,Customer#000000196,68RstNo6a2B,18,28-135-177-2472,7760.33,FURNITURE,accounts wake. express instructions according to the s
197,Customer#000000197,UeVqssepNuXmtZ38D,1,11-107-312-6585,9860.22,AUTOMOBILE,ickly final accounts cajole. furiously re
198,Customer#000000198,",7fcZHIUn,fUaQtK8U,Q8",1,11-237-758-6141,3824.76,AUTOMOBILE,tions. slyly ironic waters wa
199,Customer#000000199,"lBU3xll,a7e9TYm3 UyjDPCVMvnHKpq,9HW1X",4,14-136-924-5232,7654.31,FURNITURE,"fully busy pinto beans. packages cajole around the express, bold packages! quickly ironic tithes"
200,Customer#000000200,x1 H5c66DUgH2pgNTJhw6eZKgrAz,16,26-472-302-4189,9967.6,BUILDING,"e after the ironic, even realms. fluffily regular packages doze-- courts haggle carefully! blithely"
201,Customer#000000201,yWLtmd5usyjsCvyL1QJsBorC,2,12-759-183-9859,4614.4,MACHINERY," blithely even packages sleep carefully bold, unus"
202,Customer#000000202,Q0uJ1frCbi9yvu,7,17-905-805-4635,2237.64,AUTOMOBILE,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to
203,Customer#000000203,2fRlubh lWRinCs1nimADdn,1,11-886-563-6149,7960.63,MACHINERY, packages are. requests integrate regularly across th
204,Customer#000000204,7U7u2KryFP,6,16-761-837-4820,-627.76,BUILDING,"ages. accounts wake slyly. dolphins nag blithely. final, regular requests haggle blithely furiously even "
205,Customer#000000205,"jOTQBGb nhfBMu3,LIN62WogLDBO0w",12,22-356-437-1311,7161.52,BUILDING, furiously pending accounts. ideas along the slyly final deposits cajole blithel
206,Customer#000000206,"xsg,ehRHS5OKqyBR5YtoPm8myz",9,19-976-832-3312,-274.79,AUTOMOBILE, the carefully regular foxes. regular accounts wake furiously braids. bold ideas are carefu
207,Customer#000000207,ewz5JNnxJPmPGY,21,31-562-675-6475,-439.98,AUTOMOBILE,n theodolites against the evenly even requests boost carefully pinto beans! fi
208,Customer#000000208,"Abye1MwcNfY0KO6yqv,Wwe",19,29-859-139-6234,6239.89,MACHINERY,le carefully according to the quickly silent packages. quickly ironic packages affix according to the ruthles
209,Customer#000000209,iBvmxOZV3qXMYQW3W4Oo7YFhdV,16,26-207-121-7721,8873.46,FURNITURE,deposits. furiously regular ideas across the quietly regular accounts cajole about the express packages. quickly reg
210,Customer#000000210,13cFL9sG1nrGERURN9WZI0,20,30-876-248-9750,7250.14,HOUSEHOLD,nusual instructions sleep regular acc
211,Customer#000000211,URhlVPzz4FqXem,13,23-965-335-9471,4198.72,BUILDING,furiously regular foxes boost fluffily special ideas. carefully regular dependencies are. slyly ironic 
212,Customer#000000212,19U0iZ3GtDdrsn,7,17-382-405-4333,957.58,BUILDING,symptotes are blithely special pinto beans. blithely ironic 
213,Customer#000000213,NpqMYBhBcWk8mnEta,24,34-768-700-9764,9987.71,HOUSEHOLD,al deposits. final instructions boost carefully. even deposits sleep quickly. furiously regul
214,Customer#000000214,MpCwhcLrbcIM7AeKS9tRM09by,8,18-180-678-6165,1526.59,MACHINERY,grow. fluffily regular pinto beans according to the regular accounts affix quickly pe
215,Customer#000000215,8H76xbBhde HY70BrYqGEFmVPXqlm8pgjjxh,9,19-564-446-4758,3379.2,FURNITURE,al pinto beans. ironic foxes serve. i
216,Customer#000000216,LXH7wSv4I6GG6TAkLOyLcMh559a8Y,21,31-296-111-5448,-776.08,FURNITURE,hely at the pending warhorses; blithe
217,Customer#000000217,YIy05RMdthrXqdfnNKud,23,33-159-298-3849,378.33,AUTOMOBILE,ven frays wake according to the carefully 
218,Customer#000000218," V1FCIeSseuyNGYfHS Rx0,sc4IsBfReV",4,14-480-931-8567,9541.19,MACHINERY,lar courts. furiously pending dependencies cajole blithely? fluffily regular deposits cajol
219,Customer#000000219,eTjiL01eyoKiAe2WQoz3EpPg2lvSLeOu2X2wyxK,11,21-159-138-6090,9858.57,AUTOMOBILE,ckly multipliers. carefully eve
220,Customer#000000220,TbUHVhkttz,16,26-201-301-7371,9131.64,BUILDING," even, even accounts are. ironic "
221,Customer#000000221,ripNyyPOewg8AahnZlsM,16,26-351-738-1001,1609.39,BUILDING," instructions above the regular requests cajole packages. pending, even "
222,Customer#000000222,gAPkFjwxX1Zq 2Yq6 FIfLdJ4yUOt4Al7DL18Ou,1,11-722-672-5418,8893.76,BUILDING,regular accounts haggle furiously around the c
223,Customer#000000223,"ftau6Pk,brboMyEl,,kFm",20,30-193-643-1517,7476.2,BUILDING,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious"
224,Customer#000000224,4tCJvf30WagGfacqcAqmfCptu2cbMVcj2M7Y0W,15,25-224-867-3668,8465.15,BUILDING,"counts. bold packages doubt according to the furiously pending packages. bold, regular pinto beans "
225,Customer#000000225,2HFk1E0fmqs,13,23-979-183-7021,8893.2,AUTOMOBILE,"ages boost among the special foxes. quiet, final foxes lose carefully about the furiously unusual th"
226,Customer#000000226,ToEmqB90fM TkLqyEgX8MJ8T8NkK,3,13-452-318-7709,9008.61,AUTOMOBILE,ic packages. ideas cajole furiously slyly special theodolites: carefully express pinto beans acco
227,Customer#000000227,7wlpEBswtXBPNODASgCUt8OZQ,13,23-951-816-2439,1808.23,MACHINERY,"lar, ironic pinto beans use! quickly regular theodolites maintain slyly pending pac"
228,Customer#000000228,A1Zvuxjdpt8TZP6i41H3fn9csGqOJUm5x0NIS1LA,20,30-435-915-1603,6868.12,FURNITURE, blithely ironic theodolites 
229,Customer#000000229,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,1,11-243-298-4029,7568.07,BUILDING,bold accounts haggle furiously even deposits. regular instruct
230,Customer#000000230,CnR8xt3MYqID0tiHwYh,21,31-744-950-8047,1682.83,MACHINERY,c decoys impress even deposits. thinly final asymptotes 
231,Customer#000000231,WFOhG9Z9ohRdsyuYnPvBSv,10,20-825-880-1065,283.55,BUILDING,ly final deposits. fluffily ironic requests wake carefully carefully regular accounts. quickly sp
232,Customer#000000232,"oA9o,3YOXu2rzKONdd,cxpqCFXUv5kuxBYKp",22,32-283-563-2674,554.71,HOUSEHOLD,"ges sleep. final, bold theodolites are quickly final packages. furiously ironic packages are slyly fi"
233,Customer#000000233,mFm45wZ7rV4VIbEE1F4,3,13-574-104-3221,3998.24,FURNITURE,st the special instructions. theodolites detect blithely according 
234,Customer#000000234,ILyuJbixVmrNEVxsfQOMFxByySs,18,28-243-424-1393,8383.51,AUTOMOBILE, fluffily regular ideas play s
235,Customer#000000235,bp0rIBMh4fMdQnHBmMnB,3,13-350-790-6416,754.41,AUTOMOBILE,hely ruthless instructions again
236,Customer#000000236,"kcW,mM0rhIstAcVaol1,6DVkS FPKlhY",14,24-808-967-4503,5384.59,AUTOMOBILE,te slyly along the requests. carefully final requests sleep slyly blithe frets. furiously ruthless dep
237,Customer#000000237,R dtznB5ocPPo,19,29-414-970-5238,-160.02,HOUSEHOLD,regular pinto beans sleep furiously ironically silent theodolites. quickly ironic courts after the deposits sleep f
238,Customer#000000238,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,16,26-307-925-1236,3482.32,HOUSEHOLD,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly "
239,Customer#000000239,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,9,19-699-117-6988,5398.77,FURNITURE,uctions. furiously even dolphins haggle fluffily according to the furiously regular dep
240,Customer#000000240,SXfeEOwRZsXArtY3C5UWqXgLcJBAMmaynaTJs8,9,19-756-548-7835,7139.68,MACHINERY,al accounts about the slyly pending p
241,Customer#000000241,"FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk",9,19-344-614-2207,6569.34,AUTOMOBILE, across the enticingly even requests. blithely iro
242,Customer#000000242,apgzK3HWAjKHFteJ16Tg3OERViesqBbx,3,13-324-350-3564,1975.41,MACHINERY,riously ironic pinto beans cajole silently. regular foxes wake slyly. bravely 
243,Customer#000000243,te2FOn8xJzJinZc,7,17-297-684-7972,620.73,AUTOMOBILE,nic deposits. evenly pending deposits boost fluffily careful
244,Customer#000000244,FBVbCpEVaFaP8KogqQO2VuXeVx,15,25-621-225-8173,2506.38,HOUSEHOLD,encies. requests nag carefully. regularly final accounts h
245,Customer#000000245,IseFIO7jTGPTzAdZPoO2X4VX48Hy,12,22-952-232-2729,3720.15,MACHINERY,s. regular foxes against the s
246,Customer#000000246,WrRUR0ds6iypmopww9y9t0NJBRbke78qJm,15,25-608-618-2590,9584.96,AUTOMOBILE, requests shall have to integrate furiously pending courts. sil
247,Customer#000000247,N8q4W4QQG2mHY47Dg6,20,30-151-905-3513,8495.92,HOUSEHOLD,es affix furiously regular deposits. blithely ironic asymptotes after the blithely e
248,Customer#000000248,mgT15r8asLyaED,10,20-447-727-8914,8908.35,FURNITURE,s detect blithely. blithely pending dolphins along the fluffily final accounts haggle fu
249,Customer#000000249,0XE2fhX7j2uivaHBrFuRl1NoJnaTSIQT,3,13-226-455-7727,-234.01,MACHINERY,"its are after the special deposits. ironic, final deposits against the slyl"
250,Customer#000000250,9hif3yif6z8w8pW88F755PU7uz,16,26-464-852-1461,2869.97,FURNITURE,s. slyly unusual instructions cajole quickly carefully bold dep
251,Customer#000000251,Z9fdQmv07C3k hxwt9nchhuQiqC4wox85se8EW7L,13,23-975-623-5949,9585.32,HOUSEHOLD,fully blithely regular requests. fluffily even dugouts detect furiously final ideas. sometimes ironic depos
252,Customer#000000252,db1bPFF xUkJYzvE3cBtqYeDn2 u,16,26-330-347-9201,3561.74,FURNITURE,ngside of the pending foxes. furiously ironic requests wake. blithely ironic acco
253,Customer#000000253,naGyIRPFPH E,15,25-461-140-9884,9139.52,AUTOMOBILE, regular deposits sleep against the accounts. foxes cajole carefully special 
254,Customer#000000254,"vQ,pEzMQaFgJzK4TJ2eA",1,11-451-622-6325,1915.35,MACHINERY,equests. carefully ironic deposits detect carefully abo
255,Customer#000000255,I8Wz9sJBZTnEFG08lhcbfTZq3S,3,13-924-679-8287,3196.07,BUILDING,"ges mold. bold, regular courts boost furiously at the "
256,Customer#000000256,eJ6AggYh80JMEzZNwYK4CIC2flT,10,20-229-271-4429,1299.92,HOUSEHOLD,ld boost about the carefully ironic foxes. slyly special packages cajole alongside of the slyly final accounts. q
257,Customer#000000257,LyIa26EXYaSU,7,17-816-687-2155,-339.85,AUTOMOBILE,"s cajole quickly along the ironic pinto beans: even, regular foxes are "
258,Customer#000000258,7VbADek8qYezQYotxNUmnNI,12,22-278-425-9944,6022.27,MACHINERY,"about the regular, bold accounts; pending packages use furiously stealthy warhorses. bold accounts sleep fur"
259,Customer#000000259,kwh9i86Wj1Zq14nwTdhxapIkLEI,5,15-907-674-2046,3335.29,HOUSEHOLD,furiously unusual instructions. s
260,Customer#000000260,CrHY2zx4vner4,1,11-708-529-9446,9196.11,MACHINERY,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin
261,Customer#000000261,dXkVi8qahjP,12,22-494-898-7855,7094.22,AUTOMOBILE,he special instructions integrate carefully final request
262,Customer#000000262,DcUOAFBxMu8oGKvIqbDx7xgeZ,4,14-698-169-5201,1561.8,AUTOMOBILE,ress packages above the ironic accounts are against the ironic pinto beans. carefully final accoun
263,Customer#000000263,"Y2pxeGWkTyaq,0RCzIbZ3",1,11-276-906-3193,1162.03,FURNITURE,usly ironic theodolites cajole furiously. final ep
264,Customer#000000264,24Akixb4hqpRD,11,21-881-683-3829,3195.83,MACHINERY,ular packages cajole blithely a
265,Customer#000000265,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",17,27-716-734-2046,8275.8,MACHINERY,"lar, ironic platelets. furiously unu"
266,Customer#000000266,VSIEruiMdDvjDaTQxkuK60Yw3AGxO,0,10-474-243-3974,5481.0,HOUSEHOLD,"ccounts. quickly ironic excuses after the regular foxes wake along the ironic, fina"
267,Customer#000000267,"el7 bYzj1USp6T5i3KpfZ43jKegbdO,Jd69",15,25-402-954-8909,3166.94,AUTOMOBILE, detect slyly alongside of the foxes. closely regular pinto beans nag quickly of the blithely bold r
268,Customer#000000268,tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r,3,13-720-469-5207,6821.01,MACHINERY,press ideas print quickly. fluffily unusual deposits use blithely eve
269,Customer#000000269,J7kLF9iPOQA 7CVwAmQRpwfZPDJ2q5Seu2Vj1gh,14,24-570-874-6232,7667.35,MACHINERY, close packages-- quickly regular instructions sleep. carefully 
270,Customer#000000270,",rdHVwNKXKAgREU",7,17-241-806-3530,9192.5,AUTOMOBILE,ldly final instructions mold carefully along the ironic accounts.
271,Customer#000000271,"O,HceV3 XE77Yx",6,16-621-282-5689,1490.35,MACHINERY,ly pending deposits cajole slyly sl
272,Customer#000000272, YDjKpjXEe0A6rDE,2,12-324-877-9650,-746.03,MACHINERY,he regular requests. slyly special 
273,Customer#000000273,"sOA,alhAw1juArjRLOd",2,12-197-772-5736,-675.05,FURNITURE,ng frets sleep. slyly express dolphins doubt ironically ironic accounts. final de
274,Customer#000000274,adesXwNumnPqsKgsE1groEAwdKNgZ,19,29-330-389-1442,4425.42,FURNITURE,gular dependencies. ironic foxes haggle du
275,Customer#000000275,M1UCTKrZLOgSyr,22,32-194-864-6861,5067.31,AUTOMOBILE,y regular deposits. fluffily ironic packages cajole along the 
276,Customer#000000276,iSWxETEMKe5cF,16,26-716-357-3851,2292.67,AUTOMOBILE,"eans. even, ironic accounts affix sl"
277,Customer#000000277,BWGsQevHk0BfRJV3RRB ElFc,23,33-696-831-5394,8876.1,BUILDING,"phins; bold, final accounts print. carefully silent "
278,Customer#000000278,4jqLjG 2aeYMFEJi,20,30-445-570-5841,7621.56,BUILDING," pending, express requests cajole carefully special packages. blithely pending accounts affix furiously. fluffily "
279,Customer#000000279,9t2Wo1jK1TYnDGg6ODSMGf1W9hRT3F3VK5zxJOC,9,19-220-605-9025,9663.23,AUTOMOBILE,l platelets sleep fluffily against the fluffily enticing excuses. blithely special requests wake somet
280,Customer#000000280,3fDiGmN64En0ei,11,21-537-461-3965,3952.84,BUILDING,accounts. quiet deposits sleep. slyly even instructions detect about the blithely bold instru
281,Customer#000000281,x5gJ8IGm2Fo9Jigt,6,16-809-382-6446,4361.7,BUILDING,fully quiet ideas detect quickly even packages. regular instructions accor
282,Customer#000000282,"wcCc, y1996DnOwnXu1i",18,28-251-599-2415,1125.45,HOUSEHOLD,ole daringly against the carefully ir
283,Customer#000000283,jysHDuTKUKYEjdBhtI LqTttTp 7i2kvx1 O3A,7,17-111-303-1282,4450.03,AUTOMOBILE,y alongside of the accounts. slyly express dependencies wake quickly above the carefully ironic package
284,Customer#000000284,2ZgAkaBgb6aigORfIfUd3kHbPi42,6,16-161-235-2690,593.52,AUTOMOBILE,lar gifts. carefully even deposits boost! furiously even braids use afte
